item_code,description,unit_price,volume_per_unit,weight_per_unit
CAB090VLXL,"u/b combined cabinet with 2 doors, 2 adjustable shelves & 1 drawer 900mm wide with lock",752.0,0.75,0
CAB120FH,"u/b combined cabinet with 2 doors, 2 adjustable shelves and 1 drawer 1200mm wide",752.0,1.5,0
CAB120FHL,"u/b combined cabinet with 2 doors, 2 adjustable  shelves & 1 drawer 1200mm wide  with lock",752.0,1.5,0
CAB120FL,"u/b combined cabinet with 2 doors, 2 adjustable shelves & 1 drawer 1200mm wide.",752.0,1.25,0
CAB120FLL,"u/b combined cabinet with 2 doors, 2 adjustable shelves & 1 drawer 1200mm wide with lock",752.0,1.25,0
CAB120PH,"u/b combined cabinet with 2 doors, 2 adjustable shelves and 1 drawer 1200mm wide",752.0,1.5,0
CAB120PHL,"u/b combined cabinet with 2 doors, 2 adjustable  shelves & 1 drawer 1200mm wide with lock.",752.0,1.5,0
CAB120PHX,"u/b combined cabinet with 2 doors, 2 adjustable shelves & 1drawer 1200mm wide.",752.0,1.25,0
CAB120PHXL,"u/b combined cabinet with 2 doors,2 adjustable shelves & 1 drawer 1200mm wide with lock.",752.0,1.25,0
CAB120PL,"u/b combined cabinet with 2 doors, 2 adjustable shelves & 1 drawer 1200mm wide.",752.0,1.25,0
CAB120PLL,"u/b combined cabinet with 2 doors, 2 adjustable shelves & 1 drawer 1200mm wide with lock.",752.0,1.25,0
CAB120PLX,"u/b combined cabinet with 2 doors, 2 adjustable shelves & 1drawer 1200mm wide.",752.0,1.25,0
CAB120PLXL,"u/b combined cabinet with 2 doors, 2 adjustable shelves & 1 drawer 1200mm wide with lock.",752.0,1.25,0
CAB120VH,"u/b combined cabinet with 2 doors, 2 adjustable shelves & 1 drawer 1200mm wide",752.0,1.25,0
CAB120VHL,"u/b combined cabinet with 2 doors, 2 adjustable shelves & 1 drawer 1200mm wide with lock",752.0,1.25,0
CAB120VHX,"u/b combined cabinet with 2 doors, 2 adjustable shelves & 1 drawer 1200mm wide",752.0,1.25,0
CAB120VHXL,"u/b combined cabinet with 2 doors, 2 adjustable shelves & 1 drawer 1200mm wide with lock",752.0,1.25,0
CAB120VL,"u/b combined cabinet with 2 doors, 2 adjustable shelves & 1 drawer 1200mm wide",752.0,1.25,0
CAB120VLL,"u/b combined cabinet with 2 doors, 2 adjustable shelves & 1 drawer 1200mm wide with lock",752.0,1.25,0
CAB120VLX,"u/b combined cabinet with 2 doors, 2 adjustable shelves & 1 drawer 1200mm wide",752.0,1.0,0
CAB120VLXL,"u/b combined cabinet with 2 doors, 2 adjustable shelves & 1 drawer 1200mm wide with lock",752.0,1.0,0
CAD090FH,"u/b combined cabinet with 1 adjustable shelf 1 door and 4 drawers, 900mm wide",752.0,1.0,0
CAD090FHL,"u/b combined cabinet with 1 adjustable shelf  1 door and 4 drawer, 900mm wide with lock",752.0,1.0,0
CAD090FL,"u/b combined cabinet  with 1 adjustable shelf  1 door and  3 drawer , 900mm wide",752.0,0.9,0
CAD090FLL,"u/b combined cabinet with, 1 adjustable shelf 1 door 3 drawer 900mm wide with lock",752.0,0.9,0
CAD090PH,"u/b combined cabinet with 1 adjustable shelf, 1 door and 5 drawers, 900mm wide",752.0,1.0,0
CAD090PHL,"u/b combined cabinet with 1 adjustable shelf  1 door and 5 drawer, 900mm wide with lock",752.0,1.0,0
CAD090PHX,"u/b combined cabinet with 1 adjustable shelf  1 door and 5 drawer, 900mm wide",752.0,1.0,0
CAD090PHXL,"u/b combined cabinet  1 adjustable shelf  1 door and with 5 drawer, 900mm wide with lock",752.0,1.0,0
CAD090PL,"u/b combined cabinet  with 1 adjustable shelf  1 door and  4 drawer , 900mm wide",752.0,0.9,0
CAD090PLL,"u/b combined cabinet  with, 1 adjustable shelf  1 door 4 drawer 900mm wide with lock",752.0,0.9,0
CAD090PLX,"u/b combined cabinet, 1 adjustable shelf 1 door with 4 drawer 900mm wide",752.0,0.9,0
CAD090PLXL,u/b combined cabinet with 1 adjustable shelf 1 door and 4 drawer 900mm wide with lock,752.0,0.9,0
CAD090VH,"u/b combined cabinet with 1 adjustable shelf, 1 door & 4 drawers 900mm wide",752.0,1.0,0
CAD090VHL,"u/b combined cabinet with 1 adjustable shelf, 1 door & 4 drawers 900mm wide with locks",752.0,1.0,0
CAD090VHX,"u/b combined cabinet with 1 adjustable shelf, 1 door & 4 drawers 900mm wide",752.0,1.0,0
CAD090VHXL,"u/b combined cabinet with 1 adjustable shelf, 1 door & 4 drawers 900mm wide with locks",752.0,1.0,0
CAD090VL,"u/b combined cabinet with 1 adjustable shelf, 1 door & 3 drawers 900mm wide",752.0,1.0,0
CAD090VLL,"u/b combined cabinet  with 1 adjustable shelf, 1 door & 3 drawers 900mm wide with lock",752.0,1.0,0
CAD090VLX,"u/b combined cabinet  with 1 adjustable shelf, 1 door & 3 drawers 900mm wide",752.0,0.75,0
CAD090VLXL,"u/b combined cabinet with 1 adjustable shelf, 1 door & 3 drawers 900mm wide with locks",752.0,0.75,0
CAD120FH,"u/b combined cabinet with 1 adjustable shelf, 1 door & 4 drawers 1200mm wide",752.0,1.25,0
CAD120FHL,"u/b combined cabinet with 1 adjustable shelf, 1 door & 4 drawers 1200mm wide with locks",752.0,1.25,0
CAD120FL,"u/b combined cabinet with 3 drawer , 1 adjustable shelf  and 1 door 1200mm wide",752.0,1.25,0
CAD120FLL,"u/b combined cabinet with 3 drawers ,1 adjustable shelf  and 1 door 1200mm wide with lock",752.0,1.25,0
CAD120PH,"u/b combined cabinet with 5 drawers, 1 adjustable shelf and 1 door 1200mm wide",752.0,1.25,0
CAD120PHL,"u/b combined cabinet with 5 drawers, 1 adjustable shelf and 1 door 1200mm wide with lock",752.0,1.25,0
CAD120PHX,"u/b combined cabinet with 5 drawer , 1 adjustable shelf and 1 door 1200mm wide",752.0,1.25,0
CAD120PHXL,"u/b combined cabinet with 5 drawer , 1 adjustable shelf and 1 door 1200mm wide with lock",752.0,1.25,0
CAD120PL,"u/b combined cabinet with 4 drawer , 1 adjustable shelf  and 1 door 1200mm wide",752.0,1.25,0
CAD120PLL,"u/b combined cabinet with 4 drawer , 1 adjustable shelf  and 1 door 1200mm wide with lock",752.0,1.25,0
CAD120PLX,"u/b combined cabinet with 4 drawer , 1 adjustable shelf and 1 door  1200mm wide",752.0,1.0,0
CAD120PLXL,"u/b combined cabinet with 4 drawer , 1 adjustable shelf and 1 door  1200mm wide with lock",752.0,1.0,0
CAD120VH,"u/b combined cabinet with 1 adjustable shelf, 1 door & 4 drawers 1200mm wide",752.0,1.0,0
CAD120VHL,"u/b combined cabinet with 1 adjustable shelf, 1 door & 4 drawers 1200mm wide with lock",752.0,1.0,0
CAD120VHX,"u/b combined cabinet with 1 adjustable shelf, 1 door & 4 drawers 1200mm wide",752.0,1.0,0
CAD120VHXL,"u/b combined cabinet with 1 adjustable shelf, 1 door & 4 drawers 1200mm wide with lock",752.0,1.0,0
CAD120VL,"u/b combined cabinet with 1 adjustable shelf, 1 door & 3 drawers 1200mm wide",752.0,1.0,0
CAD120VLL,"u/b combined cabinet with 1 adjustable shelf, 1 door & 3 drawers 1200mm wide with lock",752.0,1.0,0
CAD120VLX,"u/b combined cabinet with 1 adjustable shelf, 1 door & 3 drawers 1200mm wide",752.0,1.0,0
CAD120VLXL,"u/b combined cabinet with 1 adjustable shelf, 1 door & 3 drawers 1200mm wide with lock",752.0,1.0,0
CAS090PH,u/b combined cabinet with sink cum storage with 1 adjustable shelf 900mm wide,752.0,1.25,0
CAS090PHL,u/b combined cabinet with sink cum storage with 1 adjustable shelf 900mm wide with lock,752.0,1.25,0
CAS090PHX,u/b combined cabinet with sink cum storage with 1 adjustable shelf 900mm wide,752.0,1.25,0
CAS090PHXL,u/b combined cabinet with sink cum storage with 1 adjustable shelf 900mm wide with lock,752.0,1.25,0
CAS090PL,u/b combined cabinet with sink cum storage with 1 adjustable shelf 900mm wide,752.0,1.0,0
CAS090PLL,u/b combined cabinet with sink cum storage with 1 adjustable shelf 900mm wide with lock,752.0,1.0,0
CAS090PLX,u/b combined cabinet with sink cum storage with 1 adjustable shelf 900mm wide,752.0,1.0,0
CAS090PLXL,u/b combined cabinet with sink cum storage with 1 adjustable shelf 900mm wide with lock,752.0,1.0,0
CAS090VH,"u/b combined cabinet with 1 adj. shelf, 2 door & sink 900mm wide",752.0,1.0,0
CAS090VHL,"u/b combined cabinet with 1 adj. shelf, 2 door & sink 900 mm wide with lock",752.0,1.0,0
CAS090VHX,"u/b combined cabinet with 1 adj, shelf, 2 doors & sink 900mm wide",752.0,1.0,0
CAS090VHXL,"u/b combined cabinet with 1 adj. shelf, 2 door & sink 900mm wide with lock",752.0,1.0,0
CAS090VL,"u/b combined cabinet with 1 adj. shelf, 2 door & sink 900mm wide",752.0,1.0,0
CAS090VLL,"u/b combined cabinet with 1 adj shelf, 2 door & sink 900mm wide with lock",752.0,1.0,0
CAS090VLX,"u/b combined cabinet with 1 adj shelf, 2 door & sink 900mm wide",752.0,0.75,0
CAS090VLXL,"u/b combined cabinet with 1 adj shelf, 2 door & sink 900mm wide with lock",752.0,0.75,0
CAS120FH,u/b combined cabinet with sink cum storage with 1 adjustable shelf 1200mm wide,752.0,1.25,0
CAS120PH,"u/b combined cabinet with 1 adj. shelf, 2 doors & sink unit 1200 mm wide",752.0,1.25,0
CAS120PHL,u/b combined cabinet with sink cum storage with 1 adj/shelf 1200 mm wide with lock,752.0,1.25,0
CAS120PHX,u/b combined cabinet with sink cum storage with 1 adjustable shelf 1200mm wide,752.0,1.25,0
CAS120PHXL,u/b combined cabinet with sink cum storage with 1 adjustable shelf 1200mm wide with lock,752.0,1.25,0
CAS120PL,u/b combined cabinet with sink cum storage with 1 adjustable shelf 1200mm wide,752.0,1.25,0
CAS120PLL,u/b combined cabinet with sink cum storage with 1 adjustable shelf 1200mm wide with lock,752.0,1.25,0
CAS120PLX,u/b combined cabinet with sink cum storage with 1 adjustable shelf 1200mm wide,752.0,1.0,0
CAS120PLXL,u/b combined cabinet with sink cum storage with 1 adjustable shelf 1200mm wide with lock,752.0,1.0,0
CAS120VH,"u/b combined cabinet with 1 adj shelf, 2 doors & sink 1200mm wide",752.0,1.25,0
CAS120VHL,"u/b combined cabinet with 1 adj shelf, 2 doors & sink 1200mm wide with lock",752.0,1.25,0
CAS120VHX,"u/b combined cabinet with 1 adj shelf, 2 doors & sink 1200mm wide.",752.0,1.0,0
CAS120VHXL,"u/b combined cabinet with 1 adj. shelf, 2 doors & sink 1200 mm wide with lock",752.0,1.0,0
CAS120VL,"u/b combined cabinet with 1 adj shelf, 2 doors & sink 1200mm wide.",752.0,1.0,0
CAS120VLL,"u/b combined cabinet with 1 adj shelf, 2 doors & sink 1200mm wide with lock",752.0,1.0,0
CAS120VLX,"u/b combined cabinet with 1 adj shelf, 2 doors & sink 1200mm wide.",752.0,1.0,0
CAS120VLXL,"u/b combined cabinet with 1 adj shelf, 2 doors & sink 1200mm wide with lock",752.0,1.0,0
CASA136VHX,u/b sink cabinet cum storage 1360mm wide,752.0,1.14,0
CASA146PH,u/b sink cabinet cum storage 1460mm wide,752.0,1.14,0
CASA146PHX,u/b sink cabinet cum storage 1460mm wide,752.0,1.14,0
CB045FH,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door  450mm wide",752.0,0.39,0
CB045FHL,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 450mm wide with lock",752.0,0.39,0
CB045FL,u/b cabinet with 1 drawer & 1 door 450mm wide,752.0,0.32,0
CB045FLL,u/b cabinet with 1 drawer & 1 door 450mm wide with lock,752.0,0.32,0
CB045PH,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 450mm wide",752.0,0.61,0
CB045PHL,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 450mm wide with lock",752.0,0.61,0
CB045PHX,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 450mm wide",752.0,0.55,0
CB045PHXL,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 450mm wide with lock",752.0,0.55,0
CB045PL,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 450mm wide",752.0,0.53,0
CB045PLL,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 450mm wide with lock",752.0,0.53,0
CB045PLX,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 450mm wide",752.0,0.48,0
CB045PLXL,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 450mm wide with lock",752.0,0.48,0
CB045VH,"u/b cabinet with 1 drawer, 1 adjustable shelf & 1 door 450mm wide",752.0,0.51,0
CB045VHL,"u/b cabinet with 1 drawer, 1 adjustable shelf & 1 door 450mm wide with lock",752.0,0.51,0
CB045VHX,"u/b cabinet with 1 drawer, 1 adjustable shelf & 1 door 450mm wide",752.0,0.45,0
CB045VHXL,"u/b cabinet with 1 drawer, 1 adjustable shelf & 1 door 450mm wide with lock",752.0,0.45,0
CB045VL,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 450mm wide",752.0,0.43,0
CB045VLL,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 450mm wide with lock",752.0,0.43,0
CB045VLX,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 450mm wide",752.0,0.38,0
CB045VLXL,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 450mm wide with lock",752.0,0.38,0
CB050FH,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 500mm wide",756.0,0.47,0
CB050FHL,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 500mm wide with lock",756.0,0.47,0
CB050FL,u/b cabinet with 1 drawer & 1 door 500mm wide,752.0,0.39,0
CB050FLL,u/b cabinet with 1 drawer & 1 door 500mm wide with lock,752.0,0.39,0
CB050PH,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 500mm wide",752.0,0.72,0
CB050PHL,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 500mm wide with lock",752.0,0.72,0
CB050PHX,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 500mm wide",752.0,0.64,0
CB050PHXL,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 500mm wide with lock",752.0,0.64,0
CB050PL,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 500mm wide",752.0,0.69,0
CB050PLL,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 500mm wide with lock",752.0,0.69,0
CB050PLX,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 500mm wide",752.0,0.59,0
CB050PLXL,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 500mm wide with lock",752.0,0.59,0
CB050VH,"u/b cabinet with 1 drawer,1adj. shelf & 1 door 500mm wide",752.0,0.6,0
CB050VHL,"u/b cabinet with 1 drawer,1adjustale shelf & 1 door 500mm wide with lock",752.0,0.6,0
CB050VHX,"u/b cabinet with 1 drawer,1adjustale shelf & 1 door 500mm wide",752.0,0.54,0
CB050VHXL,"u/b cabinet with 1 drawer,1adjustale shelf & 1 door 500mm wide with lock",752.0,0.54,0
CB050VL,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 500mm wide",752.0,0.52,0
CB050VLL,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 500mm wide with lock",752.0,0.52,0
CB050VLX,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 500mm wide",752.0,0.46,0
CB050VLXL,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 500mm wide with lock",752.0,0.46,0
CB060FH,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 600mm wide",756.0,0.47,0
CB060FHL,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 600mm wide with lock",756.0,0.47,0
CB060FL,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 600mm wide",752.0,0.39,0
CB060FLL,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 600mm wide with lock",752.0,0.39,0
CB060PH,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 600mm wide",752.0,0.72,0
CB060PHL,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 600mm wide with lock",752.0,0.72,0
CB060PHX,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 600mm wide",752.0,0.64,0
CB060PHXL,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 600mm wide with lock",752.0,0.64,0
CB060PL,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 600mm wide",752.0,0.69,0
CB060PLL,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 600mm wide with lock",752.0,0.69,0
CB060PLX,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 600mm wide",752.0,0.59,0
CB060PLXL,"u/b cabinet with 1 drawer,1adjustable shelf & 1 door 600mm wide with lock",752.0,0.59,0
CB060VH,"u/b cabinet with 1 drawer,1adj. shelf & 1 door 600mm wide",752.0,0.6,0
CB060VHL,"u/b cabinet with 1 drawer,1adjustale shelf & 1 door 600mm wide with lock",752.0,0.6,0
CB060VHX,"u/b cabinet with 1 drawer,1adjustale shelf & 1 door 600mm wide",752.0,0.54,0
CB060VHXL,"u/b cabinet with 1 drawer,1adjustale shelf & 1 door 600mm wide with lock",752.0,0.54,0
CB060VL,"u/b cabinet with 1 drawer,1adjustale shelf & 1 door 600mm wide",752.0,0.52,0
CB060VLL,"u/b cabinet with 1 drawer, 1 adj. shelf & 1 door 600mm wide with lock",752.0,0.52,0
CB060VLX,"u/b cabinet with 1 drawer, 1 adj. shelf & 1 door 600mm wide",752.0,0.46,0
CB060VLXL,"u/b cabinet with 1 drawer, 1 adj. shelf & 1 door 600mm wide with lock",752.0,0.46,0
CB090FH,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 900mm wide",752.0,0.65,0
CB090FHL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 900mm wide with lock",752.0,0.65,0
CB090FL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 900mm wide",752.0,0.56,0
CB090FLL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 900mm wide with lock",752.0,0.56,0
CB090PH,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 900mm wide",752.0,0.94,0
CB090PHL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 900mm wide with lock",752.0,0.94,0
CB090PHX,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 900mm wide",752.0,0.85,0
CB090PHXL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 900mm wide with lock",752.0,0.85,0
CB090PL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 900mm wide",752.0,0.84,0
CB090PLL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 900mm wide with lock",752.0,0.84,0
CB090PLX,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 900mm wide",752.0,0.76,0
CB090PLXL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 900mm wide with lock",752.0,0.76,0
CB090VH,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 900mm wide",752.0,0.83,0
CB090VHL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 900mm wide with lock",752.0,0.83,0
CB090VHX,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 900mm wide",752.0,0.75,0
CB090VHXL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 900mm wide with lock",752.0,0.75,0
CB090VL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 900mm wide",752.0,0.73,0
CB090VLL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 900mm wide with lock",752.0,0.73,0
CB090VLX,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 900mm wide",752.0,0.66,0
CB090VLXL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 900mm wide with lock",752.0,0.66,0
CB100FH,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1000mm wide",752.0,0.81,0
CB100FHL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1000mm wide with lock",752.0,0.81,0
CB100FL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1000mm wide",756.0,0.7,0
CB100FLL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1000mm wide with lock",756.0,0.7,0
CB100PH,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1000mm wide",752.0,1.15,0
CB100PHL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1000mm wide with lock",752.0,1.15,0
CB100PHX,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1000mm wide",752.0,1.05,0
CB100PHXL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1000mm wide with lock",752.0,1.05,0
CB100PL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1000mm wide",752.0,1.04,0
CB100PLL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1000mm wide with lock",752.0,1.04,0
CB100PLX,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1000mm wide",752.0,0.95,0
CB100PLXL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1000mm wide with lock",752.0,0.95,0
CB100VH,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1000mm wide",752.0,1.02,0
CB100VHL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1000mm wide with lock",752.0,1.02,0
CB100VHX,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1000mm wide",752.0,0.93,0
CB100VHXL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1000mm wide with lock",752.0,0.93,0
CB100VL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1000mm wide",752.0,0.91,0
CB100VLL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1000mm wide with lock",752.0,0.91,0
CB100VLX,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1000mm wide",752.0,0.91,0
CB100VLXL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1000mm wide with lock",752.0,0.82,0
CB120FH,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1200mm wide",752.0,0.81,0
CB120FHL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1200mm wide with lock",752.0,0.81,0
CB120FL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1200mm wide",756.0,0.7,0
CB120FLL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1200mm wide with lock",756.0,0.7,0
CB120PH,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1200mm wide",752.0,1.15,0
CB120PHL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1200mm wide with lock",752.0,1.15,0
CB120PHX,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1200mm wide",752.0,1.05,0
CB120PHXL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1200mm wide with lock",752.0,1.05,0
CB120PL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1200mm wide",752.0,1.04,0
CB120PLL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1200mm wide with lock",752.0,1.04,0
CB120PLX,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1200mm wide",752.0,0.95,0
CB120PLXL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1200mm wide with lock",752.0,0.95,0
CB120VH,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1200mm wide",752.0,1.02,0
CB120VHL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1200mm wide with lock",752.0,1.02,0
CB120VHX,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1200mm wide",752.0,0.93,0
CB120VHXL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1200mm wide with lock",752.0,0.93,0
CB120VL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1200mm wide",752.0,0.91,0
CB120VLL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1200mm wide with lock",752.0,0.91,0
CB120VLX,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1200mm wide",752.0,0.91,0
CB120VLXL,"u/b cabinet with 2 drawer, 1 adj. shelf and 2 doors 1200mm wide with lock",752.0,0.82,0
CBA090FH,"u/b combined cabinet with 2 door , 2 adjustable shelf and 1 drawer 900mm wide",752.0,1.25,0
CBA090FHL,"u/b combined cabinet with 1 drawer,2 adjustable shelves and 2 doors 900mm wide with lock",752.0,1.1,0
CBA090FL,"u/b combined cabinet with 1 drawer,  adjustable shelf and 2 doors 900mm wide",752.0,1.25,0
CBA090FLL,"u/b combined cabinet with 1 drawer,  adjustable shelf and 2 doors 900mm wide with lock",752.0,1.0,0
CBA090PH,"u/b combined cabinet with 1 drawer,  2 adjustable shelf and 2 doors 900mm wide",752.0,1.25,0
CBA090PHL,"u/b combined cabinet with 1 drawer,  adjustable shelf and 2 doors 900mm wide with lock",752.0,1.1,0
CBA090PHX,"u/b combined cabinet with 1 drawer,  adjustable shelf and 2 doors 900mm wide",752.0,1.25,0
CBA090PHXL,"u/b combined cabinet with 1 drawer,  adjustable shelf and 2 doors 900mm wide with lock",752.0,1.0,0
CBA090PL,"u/b combined cabinet with 1 drawer,  adjustable shelf and 2 doors 900mm wide",752.0,1.25,0
CBA090PLL,"u/b combined cabinet with 1 drawer,  adjustable shelf and 2 doors 900mm wide with lock",752.0,1.0,0
CBA090PLX,"u/b combined cabinet with 1 drawer,  adjustable shelf and 2 doors 900mm wide",752.0,0.75,0
CBA090PLXL,"u/b combined cabinet with 1 drawer,  adjustable shelf and 2 doors 900mm wide with lock",752.0,0.9,0
CBA090VH,"u/b combined cabinet with 1 drawer, 2 adj. shelf & 2 doors 900mm wide",752.0,1.0,0
CBA090VHL,"u/b combined cabinet with 1 drawer, 2 adj. shelf & 2 doors 900mm wide with lock",752.0,1.0,0
CBA090VHX,"u/b combined cabinet with 1 drawer, 2 adj. shelf & 2 doors 900mm wide",752.0,1.0,0
CBA090VHXL,"u/b combined cabinet with 1 drawer, 2 adj. shelf & 2 doors 900mm wide  with lock",752.0,1.0,0
CBA090VL,"u/b combined cabinet with 1 drawer, 2 adj. shelf & 2 doors 900mm wide",752.0,1.0,0
CBA090VLL,"u/b combined cabinet with 1 drawer, 2 adj. shelf & 2 doors 900mm wide with lock",752.0,1.0,0
CBA090VLX,"u/b combined cabinet with 1 drawer, 2 adj. shelf & 2 doors 900mm wide",752.0,0.75,0
CBA090VLXL,"u/b combined cabinet with 1 drawer, 2 adj. shelf & 2 doors 900mm wide with lock",752.0,0.75,0
CBA120FH,"u/b combined cabinet with 1 drawer, 2 doors & 2 adjustable shelf 1200mm wide",752.0,1.25,0
CBA120FHL,"u/b combined cabinet with 1 drawer, 2 doors & 2 adjustable shelf 1200mm wide with lock",752.0,1.25,0
CBA120FL,"u/b combined cabinet with 1 drawer, 2 doors & 2 adjustable shelf 1200mm wide",752.0,1.25,0
CBA120FLL,"u/b combined cabinet with 1 drawer, 2 doors & 2 adjustable shelf 1200mm wide with lock",752.0,1.25,0
CBA120PH,"u/b combined cabinet with 1 drawer, 2 doors & 2 adjustable shelf 1200mm wide",752.0,1.25,0
CBA120PHL,"u/b combined cabinet with 1 drawer, 2 doors & 2 adjustable shelf 1200mm wide with lock",752.0,1.25,0
CBA120PHX,"u/b combined cabinet with 1 drawer, 2 doors & 2 adjustable shelf 1200mm wide",752.0,1.25,0
CBA120PHXL,"u/b combined cabinet with 1 drawer, 2 doors & 2 adjustable shelf 1200mm wide with lock",752.0,1.25,0
