2898,6PP90,6mm thick polypropylene top 900mm wide with 18mm plywood backing,BLOCK,"752,1964,762,757,1508,1479,759","0.5,0.5,0.5,0.38,0.75,1.9,0.019","1,2,3,4,5,6,7"
3442,6PP90BS,6mm thick polypropylene top 900mm wide with 18mm plywood backing & back splash,BLOCK,"752,1964,762,757,1508,1479,759","0.5,0.5,0.5,0.38,0.75,1.9,0.019","1,2,3,4,5,6,7"
2802,BBENCH 100-60,"balance bench ,Size:1000x600x900mm (H)",BLOCK,"752,762,754,1480,1483,1485,758,757,759,783,1486,1489,1488,1361,1439,1415,1490","1.5,3,0.25,6.22,3.6,3.44,0.2,2.625,0.07,26,8,16,8,0.06,11.94,15,4","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17"
2803,BBENCH 100-75,"Balance bench ,Size:1000x750x900mm (H)",BLOCK,"752,762,754,1480,1483,1485,758,757,759,783,1486,1489,1488,1361,1439,1415,1490","2,4,0.5,6.22,3.9,4.08,0.2,3.75,0.07,26,8,16,8,0.06,12.8,15,4","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17"
1026,BBENCH 120-60,"balance bench ,Size:1200x600x900mm (H)",BLOCK,"752,762,754,1480,1483,1485,758,757,759,783,1486,1489,1488,1361,1439,1415,1490","1.5,3,0.25,6.22,3.6,3.44,0.2,2.625,0.07,26,8,16,8,0.06,11.94,15,4","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17"
1102,BBENCH 120-75,"balance bench ,Size:1200x750x900mm (H)",BLOCK,"752,762,754,1480,1483,1485,758,757,759,783,1486,1489,1488,1361,1439,1415,1490","2,4,0.5,6.22,3.9,4.08,0.2,3.75,0.07,26,8,16,8,0.06,12.8,15,4","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17"
3596,BBENCH 60-60,"balance bench ,Size:600x600x900mm (H)",LAYER,"752,754,759,758,757,783,1487,1361,1439,1415,1488,1489,3239,3238,1481,770","0.9,0.13,0.06,0.2,2.625,26,4,0.03,9.1,12,4,8,0.8,0.81,4,2","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16"
3747,BBENCH 75-75,"balance bench ,Size:900x750x900mm (H)",BLOCK,"752,754,1480,1483,1485,758,759,757,783,1487,1361,1439,1415,1490,1488,1489,3239,3238","2,0.5,5.92,3.3,3.14,0.2,0.06,3.75,26,4,0.03,10.2,12,4,4,8,1.6,1.33","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18"
457,BBENCH 90-60,"balance bench ,Size:900x600x900mm (H)",BLOCK,"752,762,754,1480,1483,1485,759,758,757,783,1487,1361,1439,1415,1488,1489,1490","1.5,3,0.25,5.88,3,2.14,0.06,0.2,2.625,26,4,0.03,9.1,12,4,8,4","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17"
3979,BBENCH 90-60SP,"balance bench ,Size.900x600x900mm (H)",BLOCK,"752,762,754,1480,1483,1485,759,758,757,783,1487,1361,1439,1415,1488,1489,1490","1.5,3,0.25,5.88,3,2.14,0.06,0.2,2.625,26,4,0.03,9.1,12,4,8,4","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17"
787,BBENCH 90-75,"balance bench ,Size:900x750x900mm (H)",BLOCK,"752,754,1480,1483,1485,758,759,757,783,1487,1361,1439,1415,1490,1488,1489,3239,3238,1414","2,0.5,5.92,3.3,3.14,0.2,0.06,3.75,26,4,0.03,10.2,12,4,4,8,1.6,1.33,4","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19"
3659,BBENCH 90-90,"balance bench ,Size:900x900x900mm (H)",BLOCK,"752,754,1480,1482,1485,758,759,757,783,1487,1361,1439,1415,1490,1488,1489,3239,3238","2,0.5,5.92,3.6,3.14,0.2,0.06,3.75,26,4,0.03,11.1,12,4,4,8,1.6,1.33","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18"
2530,BMFC120,bench mounted fume cupboard 1200mm wide,BLOCK,"1457,752,762,1387,1388,753,1389,1390,1465,1963,1466,1467,1470,1394,1433,1395,1398,735,729,1367,1368,726,731,725,739,1488,1370,1371,784,1471,783,1374,1373,1400,1402,1404,1514,1406,1989,1515,1554,1409,1416,1417,1505,1648,1513,1985","0.2,4,7,3,0.5,1,1,1,4,4,2,7,1.5,0.97,1,1,1,20,20,30,10,30,20,30,30,4,12,8,12,2.5,30,1,1,2,5,6,1,1.5,4,1,1,1,1,2,0.4,0.25,0.2,2","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48"
858,BMFC90,bench mounted fume cupboard 980 mm wide,BLOCK,"1457,752,762,1387,1388,753,2569,2571,1465,1963,1466,1467,1470,1394,1433,1395,1398,735,730,1367,1368,728,731,725,739,1488,1370,1371,784,1471,783,1374,1373,1400,1402,1404,1514,1406,1989,1408,1554,1409,1416,1417,1505,1648,1513,1985","0.2,3.25,5.5,3,0.5,1,1,1,4,4,2,7,1.5,0.68,1,1,1,20,20,30,10,30,20,30,30,4,12,8,12,2.5,30,1,1,2,5,6,1,1.5,4,1,1,1,1,2,0.4,0.25,0.2,2","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48"
4472,C1B075FHL,"u/b cabinet with 1 drawer, 1 adj. shelf and 2 doors 750mm wide with lock",BLOCK,"752,860,3677,781,712,759,757,783,795,793,1481,1559,789,788,749,790,735,739,791,731,725,3239,3238,3240,1480","0.65,0.18,0.14,1.8,4,0.08,1.25,17,0.13,2,12.25,1.8,2,2,4,8,8,36,2,2,12,1.42,0.19,0.32,3.85","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25"
4473,C1B075PLL,"u/b cabinet with 1 drawer, 1 adj. shelf and 2 doors 750mm wide with lock",BLOCK,"752,860,3677,781,712,759,757,783,795,793,1481,1559,789,788,749,790,735,739,791,731,725,3239,3238,3240,1480","0.65,0.18,0.14,1.8,4,0.08,1.25,17,0.13,2,12.25,1.8,2,2,4,8,8,36,2,2,12,1.42,0.19,0.32,3.85","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25"
